iter,time,total_time,circuit_size,cross_entropy_D,cross_entropy_Df,train_discrimination,valid_discrimination,test_discrimination,train_mll,valid_mll,test_mll,struct?,stop?,P(D),P(Df),P(S),"P(D|Df,S)","P(D|Df,notS)","P(D|notDf,S)","P(D|notDf,notS)"
73,0.661942643,50.312281472,639,0.19854321083216636,0.20660982138400835,0.00028396288548515614,-0.014231024197800313,-0.0025109353954665403,-3.9178562,-3.9514012,-3.898,false,,0.8752924343942997,0.8647524232358055,0.22192026477273433,0.9990634036127578,0.9981473402705475,0.37279189708438687,0.00738608326129045
74,0.620417738,50.93269921,639,0.19854325874747525,0.20661741968259908,0.0002838528528246176,-0.014232788322478651,-0.002511454657684431,-3.9178557,-3.9514008,-3.898,false,,0.8752923994774465,0.8647391310879737,0.22192026670986145,0.999063012156232,0.9981442387672579,0.3728577447567346,0.007502427728649744
75,0.666135472,51.598834682,639,0.1985432736950398,0.2066251032465336,0.00028369439619413406,-0.014234571073747482,-0.0025120168300470924,-3.9178562,-3.9514008,-3.897999,false,,0.875292365486754,0.8647256988237773,0.22192027273730144,0.9990626640481967,0.9981413274776513,0.3729234833040138,0.007618698983164299
76,0.682097503,52.280932185000005,639,0.198543347990179,0.2066324813862083,0.0002836436521518326,-0.014236240865506788,-0.0025124520367559855,-3.9178562,-3.9514008,-3.898,false,,0.8752923436569549,0.8647121413752124,0.2219202680645647,0.9990623545397024,0.9981385974486835,0.37298926988766723,0.0077349025066677434
77,0.672532084,52.953464269,639,0.19854338217281045,0.20663997249753058,0.00028347061513489535,-0.014238021039096105,-0.0025130169838010197,-3.9178557,-3.9514008,-3.8979995,false,,0.875292318386391,0.864698454948102,0.22192025470772792,0.9990620786178495,0.9981360361249701,0.37305504174702697,0.007851028885414812
78,0.664087103,53.617551372,639,0.1985434099951189,0.2066471045851855,0.00028350983652769557,-0.014239595876991529,-0.0025133802131313,-3.9178555,-3.9514008,-3.8979995,false,,0.8752923135013617,0.864684665965723,0.22192025616551686,0.9990618335755233,0.9981336350755606,0.3731209521989593,0.007967079765735336
79,0.630804389,54.248355761,639,0.1985434551251447,0.20665443567885003,0.0002835670311477356,-0.014241152344354746,-0.0025137178893541723,-3.9178562,-3.9514008,-3.897999,false,,0.8752923018120232,0.8646707553336745,0.22192026200356776,0.9990616155953551,0.9981313835493666,0.3731869497821119,0.008083056858976763
80,0.680812445,54.929168206,639,0.19854350539586454,0.20666169037681448,0.00028356127135831244,-0.014242767960274683,-0.0025141072187097047,-3.9178557,-3.9514008,-3.8979995,false,,0.8752922888257774,0.8646567346080001,0.22192026420344457,0.9990614221907589,0.9981292739973592,0.3732530837238417,0.008198954935382743
81,0.680638519,55.609806725,639,0.19854354241566233,0.20666863724703913,0.0002836478242492779,-0.014244294011807823,-0.002514411127843341,-3.9178555,-3.9514008,-3.8979995,false,,0.8752922845274198,0.8646426200094026,0.22192025833212525,0.9990612496785093,0.9981272974700592,0.3733194094764697,0.008314778698598714
82,0.691936472,56.301743197,639,0.19854358061102628,0.20667568052393817,0.00028372977778368114,-0.01424583091690268,-0.0025147138959774606,-3.9178557,-3.9514008,-3.8979995,false,,0.8752922794781693,0.8646284031785663,0.2219202716969646,0.99906109645809,0.9981254459276412,0.3733860277497172,0.008430522960719361
83,0.664018446,56.965761643,639,0.1985436134212781,0.2066826886871256,0.0002837941143528644,-0.014247390996685483,-0.0025150426307568585,-3.9178557,-3.9514008,-3.8979995,false,,0.875292291005634,0.8646141137988237,0.2219202768939515,0.9990609603904839,0.998123712837279,0.373452803025701,0.00854619318791337
84,0.614786263,57.580547906,639,0.19854365647060299,0.2066896684886352,0.00028392308820768264,-0.01424888703803262,-0.002515309343735561,-3.9178557,-3.9514008,-3.8979995,false,,0.8752922897876976,0.8645997254537988,0.2219202683181797,0.9990608386265364,0.9981220887376729,0.37351981421961244,0.008661784502680691
85,0.665481803,58.246029709,639,0.198543696223672,0.20669654299900084,0.00028402421422901725,-0.014250417712164953,-0.002515586680918447,-3.9178555,-3.9514008,-3.898,false,,0.8752922949314752,0.8645852618754093,0.22192026039905943,0.9990607299923884,0.9981205685507346,0.37358706350363224,0.008777300403885949
